No.,Time,Source,Destination,Protocol,Length,Info,Type,Type of attack
14867,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14868,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:17982 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14869,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:17982 RA,Attack,DoS (TCP Flood)
14870,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14871,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:63304 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14872,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:63304 RA,Non-Attack,No Attack
14873,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14874,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:45914 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14875,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:45914 RA,Non-Attack,No Attack
14876,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14877,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:52995 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14878,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:52995 RA,Non-Attack,No Attack
14879,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14880,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:58235 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14881,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:58235 RA,Non-Attack,No Attack
14882,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14883,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:10349 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14884,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:10349 RA,Non-Attack,No Attack
14885,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14886,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:51717 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14887,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:51717 RA,Non-Attack,No Attack
14888,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14889,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:62332 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14890,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:62332 RA,Non-Attack,No Attack
14891,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14892,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:21990 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14893,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:21990 RA,Non-Attack,No Attack
14894,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14895,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:40972 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14896,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:40972 RA,Non-Attack,No Attack
14897,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14898,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:14321 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14899,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:14321 RA,Non-Attack,No Attack
14900,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14901,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:10568 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14902,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:10568 RA,Non-Attack,No Attack
14903,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14904,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:65459 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14905,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:65459 RA,Non-Attack,No Attack
14906,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14907,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:60023 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14908,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:60023 RA,Non-Attack,No Attack
14909,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14910,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:24115 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14911,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:24115 RA,Non-Attack,No Attack
14912,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14913,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:32569 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14914,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:32569 RA,Non-Attack,No Attack
14915,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14916,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:19699 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14917,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:19699 RA,Non-Attack,No Attack
14918,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14919,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:16904 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14920,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:16904 RA,Non-Attack,No Attack
14921,1742894940,192.168.201.44,192.168.201.255,ICMP,60,Ether / IP / ICMP 192.168.201.44 > 192.168.201.255 echo-request 0 / Padding,Attack,Smurf Attack
14922,1742894940,192.168.201.22,192.168.201.44,TCP,60,Ether / IP / TCP 192.168.201.22:1583 > 192.168.201.44:http S / Padding,Non-Attack,No Attack
14923,1742894940,192.168.201.44,192.168.201.22,TCP,54,Ether / IP / TCP 192.168.201.44:http > 192.168.201.22:1583 RA,Non-Attack,No Attack
